time_s,unit,isaac_d20_requested_right_elbow_pitch_joint,isaac_d20_effective_right_elbow_pitch_joint,mujoco_d20_requested_right_elbow_pitch_joint,mujoco_d20_effective_right_elbow_pitch_joint,isaac_d20_requested_right_hip_pitch_joint,isaac_d20_effective_right_hip_pitch_joint,mujoco_d20_requested_right_hip_pitch_joint,mujoco_d20_effective_right_hip_pitch_joint,isaac_d20_requested_waist_yaw_joint,isaac_d20_effective_waist_yaw_joint,mujoco_d20_requested_waist_yaw_joint,mujoco_d20_effective_waist_yaw_joint
3.58,rad,-0.020861,-0.021369,-0.117126,-0.115987,0.453886,0.453396,0.471027,0.470928,-0.045548,-0.045522,-0.023539,-0.023530
3.60,rad,-0.021445,-0.020861,-0.118614,-0.117126,0.454683,0.453886,0.470900,0.471027,-0.045599,-0.045548,-0.023349,-0.023539
3.62,rad,-0.022466,-0.021445,-0.121095,-0.118614,0.455593,0.454683,0.471050,0.470900,-0.045669,-0.045599,-0.023519,-0.023349
3.64,rad,-0.022775,-0.022466,-0.122979,-0.121095,0.456578,0.455593,0.471863,0.471050,-0.045755,-0.045669,-0.023614,-0.023519
3.66,rad,-0.022682,-0.022775,-0.124094,-0.122979,0.457758,0.456578,0.472267,0.471863,-0.045861,-0.045755,-0.023536,-0.023614
3.68,rad,-0.022684,-0.022682,-0.125811,-0.124094,0.459100,0.457758,0.472675,0.472267,-0.045993,-0.045861,-0.023635,-0.023536
3.70,rad,-0.023390,-0.022684,-0.127717,-0.125811,0.460602,0.459100,0.473068,0.472675,-0.046119,-0.045993,-0.023800,-0.023635
3.72,rad,-0.024314,-0.023390,-0.126875,-0.127717,0.462283,0.460602,0.471987,0.473068,-0.046228,-0.046119,-0.023504,-0.023800
3.74,rad,-0.024658,-0.024314,-0.129354,-0.126875,0.463984,0.462283,0.472153,0.471987,-0.046338,-0.046228,-0.023434,-0.023504
3.76,rad,-0.024740,-0.024658,-0.128131,-0.129354,0.465485,0.463984,0.472169,0.472153,-0.046483,-0.046338,-0.023391,-0.023434
3.78,rad,-0.024877,-0.024740,-0.128451,-0.128131,0.466743,0.465485,0.472178,0.472169,-0.046672,-0.046483,-0.023520,-0.023391
3.80,rad,-0.025823,-0.024877,-0.127993,-0.128451,0.467781,0.466743,0.472849,0.472178,-0.046925,-0.046672,-0.023636,-0.023520
3.82,rad,-0.026820,-0.025823,-0.130207,-0.127993,0.469100,0.467781,0.473813,0.472849,-0.047237,-0.046925,-0.023857,-0.023636
3.84,rad,-0.027392,-0.026820,-0.131232,-0.130207,0.470264,0.469100,0.475310,0.473813,-0.047593,-0.047237,-0.023932,-0.023857
3.86,rad,-0.028304,-0.027392,-0.133411,-0.131232,0.471421,0.470264,0.476898,0.475310,-0.048019,-0.047593,-0.024062,-0.023932
3.88,rad,-0.029782,-0.028304,-0.136392,-0.133411,0.472328,0.471421,0.477807,0.476898,-0.048534,-0.048019,-0.024151,-0.024062
3.90,rad,-0.032108,-0.029782,-0.140463,-0.136392,0.473764,0.472328,0.478809,0.477807,-0.049173,-0.048534,-0.024317,-0.024151
3.92,rad,-0.034512,-0.032108,-0.144516,-0.140463,0.475511,0.473764,0.479987,0.478809,-0.050035,-0.049173,-0.024633,-0.024317
3.94,rad,-0.037771,-0.034512,-0.148921,-0.144516,0.476445,0.475511,0.480129,0.479987,-0.051094,-0.050035,-0.025082,-0.024633
3.96,rad,-0.044161,-0.037771,-0.155710,-0.148921,0.476343,0.476445,0.479158,0.480129,-0.052340,-0.051094,-0.025668,-0.025082
3.98,rad,-0.051886,-0.044161,-0.163014,-0.155710,0.474796,0.476343,0.476820,0.479158,-0.053638,-0.052340,-0.026342,-0.025668
4.00,rad,-0.065592,-0.051886,-0.177186,-0.163014,0.470794,0.474796,0.474181,0.476820,-0.054929,-0.053638,-0.026897,-0.026342
4.02,rad,-0.085155,-0.065592,-0.196414,-0.177186,0.464065,0.470794,0.467031,0.474181,-0.056164,-0.054929,-0.027428,-0.026897
4.04,rad,-0.109151,-0.085155,-0.218278,-0.196414,0.455198,0.464065,0.457711,0.467031,-0.057021,-0.056164,-0.027857,-0.027428
4.06,rad,-0.142534,-0.109151,-0.250501,-0.218278,0.444143,0.455198,0.448855,0.457711,-0.057411,-0.057021,-0.027821,-0.027857
4.08,rad,-0.178508,-0.142534,-0.286718,-0.250501,0.432502,0.444143,0.439107,0.448855,-0.056941,-0.057411,-0.027234,-0.027821
4.10,rad,-0.222271,-0.178508,-0.327693,-0.286718,0.420238,0.432502,0.426850,0.439107,-0.055349,-0.056941,-0.026071,-0.027234
4.12,rad,-0.270987,-0.222271,-0.373532,-0.327693,0.410916,0.420238,0.415843,0.426850,-0.052365,-0.055349,-0.024409,-0.026071
4.14,rad,-0.316926,-0.270987,-0.418903,-0.373532,0.407667,0.410916,0.408810,0.415843,-0.047125,-0.052365,-0.021737,-0.024409
4.16,rad,-0.370136,-0.316926,-0.473713,-0.418903,0.409351,0.407667,0.407696,0.408810,-0.039301,-0.047125,-0.017547,-0.021737
4.18,rad,-0.421632,-0.370136,-0.524223,-0.473713,0.412660,0.409351,0.410476,0.407696,-0.029873,-0.039301,-0.012188,-0.017547
4.20,rad,-0.479720,-0.421632,-0.577529,-0.524223,0.413457,0.412660,0.413264,0.410476,-0.018624,-0.029873,-0.004933,-0.012188
4.22,rad,-0.537792,-0.479720,-0.620777,-0.577529,0.419346,0.413457,0.419835,0.413264,-0.006381,-0.018624,0.004206,-0.004933
4.24,rad,-0.578583,-0.537792,-0.639448,-0.620777,0.423167,0.419346,0.415101,0.419835,0.004198,-0.006381,0.014039,0.004206
4.26,rad,-0.609919,-0.578583,-0.653886,-0.639448,0.405133,0.423167,0.386312,0.415101,0.012653,0.004198,0.024075,0.014039
4.28,rad,-0.623039,-0.609919,-0.669826,-0.653886,0.384076,0.405133,0.352614,0.386312,0.021051,0.012653,0.033794,0.024075
4.30,rad,-0.645132,-0.623039,-0.695555,-0.669826,0.366038,0.384076,0.324913,0.352614,0.030808,0.021051,0.043977,0.033794
4.32,rad,-0.708454,-0.645132,-0.736178,-0.695555,0.366254,0.366038,0.317906,0.324913,0.042761,0.030808,0.055512,0.043977
4.34,rad,-0.785252,-0.708454,-0.798945,-0.736178,0.379721,0.366254,0.332519,0.317906,0.055099,0.042761,0.067379,0.055512
4.36,rad,-0.864123,-0.785252,-0.883832,-0.798945,0.397113,0.379721,0.353744,0.332519,0.065973,0.055099,0.079020,0.067379
4.38,rad,-0.944440,-0.864123,-0.974214,-0.883832,0.419304,0.397113,0.378367,0.353744,0.075486,0.065973,0.089540,0.079020
4.40,rad,-1.040305,-0.944440,-1.071623,-0.974214,0.444351,0.419304,0.403159,0.378367,0.083489,0.075486,0.099237,0.089540
4.42,rad,-1.139933,-1.040305,-1.177584,-1.071623,0.467033,0.444351,0.425323,0.403159,0.089898,0.083489,0.107298,0.099237
4.44,rad,-1.232994,-1.139933,-1.278726,-1.177584,0.488520,0.467033,0.444268,0.425323,0.095019,0.089898,0.112580,0.107298
4.46,rad,-1.343870,-1.232994,-1.396144,-1.278726,0.507107,0.488520,0.459127,0.444268,0.099718,0.095019,0.115531,0.112580
4.48,rad,-1.464317,-1.343870,-1.519749,-1.396144,0.518448,0.507107,0.468684,0.459127,0.103326,0.099718,0.116557,0.115531
4.50,rad,-1.599018,-1.464317,-1.652830,-1.519749,0.527905,0.518448,0.478638,0.468684,0.106876,0.103326,0.117744,0.116557
4.52,rad,-1.726851,-1.599018,-1.770795,-1.652830,0.532829,0.527905,0.483839,0.478638,0.110235,0.106876,0.118462,0.117744
4.54,rad,-1.825328,-1.726851,-1.856972,-1.770795,0.525945,0.532829,0.480692,0.483839,0.110832,0.110235,0.116729,0.118462
4.56,rad,-1.917031,-1.825328,-1.934699,-1.856972,0.508856,0.525945,0.476834,0.480692,0.110097,0.110832,0.116092,0.116729
4.58,rad,-2.018747,-1.917031,-2.026859,-1.934699,0.490958,0.508856,0.463501,0.476834,0.110588,0.110097,0.118439,0.116092
4.60,rad,-2.084587,-2.018747,-2.089656,-2.026859,0.451498,0.490958,0.438483,0.463501,0.112577,0.110588,0.124380,0.118439
4.62,rad,-2.116277,-2.084587,-2.123865,-2.089656,0.412895,0.451498,0.409259,0.438483,0.115334,0.112577,0.132052,0.124380
4.64,rad,-2.149352,-2.116277,-2.168640,-2.123865,0.389764,0.412895,0.389539,0.409259,0.121405,0.115334,0.139600,0.132052
4.66,rad,-2.137001,-2.149352,-2.181247,-2.168640,0.379161,0.389764,0.377901,0.389539,0.126326,0.121405,0.144810,0.139600
4.68,rad,-2.094095,-2.137001,-2.161033,-2.181247,0.378320,0.379161,0.371102,0.377901,0.128965,0.126326,0.148376,0.144810
4.70,rad,-2.008123,-2.094095,-2.103993,-2.161033,0.383101,0.378320,0.360892,0.371102,0.129872,0.128965,0.150612,0.148376
4.72,rad,-1.939112,-2.008123,-2.054546,-2.103993,0.384196,0.383101,0.352953,0.360892,0.128350,0.129872,0.150471,0.150612
4.74,rad,-1.945199,-1.939112,-2.074316,-2.054546,0.387251,0.384196,0.352865,0.352953,0.124858,0.128350,0.147232,0.150471
4.76,rad,-1.933731,-1.945199,-2.067254,-2.074316,0.389059,0.387251,0.357210,0.352865,0.118405,0.124858,0.140373,0.147232
4.78,rad,-1.876876,-1.933731,-2.009746,-2.067254,0.395081,0.389059,0.364355,0.357210,0.112084,0.118405,0.133163,0.140373
4.80,rad,-1.813796,-1.876876,-1.940661,-2.009746,0.402896,0.395081,0.374811,0.364355,0.107150,0.112084,0.127180,0.133163
4.82,rad,-1.759156,-1.813796,-1.875860,-1.940661,0.408520,0.402896,0.385326,0.374811,0.103093,0.107150,0.122702,0.127180
4.84,rad,-1.692240,-1.759156,-1.802340,-1.875860,0.407757,0.408520,0.387223,0.385326,0.100348,0.103093,0.119318,0.122702
4.86,rad,-1.605398,-1.692240,-1.713095,-1.802340,0.406123,0.407757,0.384086,0.387223,0.098202,0.100348,0.115871,0.119318
4.88,rad,-1.534915,-1.605398,-1.638223,-1.713095,0.409197,0.406123,0.384271,0.384086,0.097161,0.098202,0.113081,0.115871
4.90,rad,-1.455179,-1.534915,-1.553206,-1.638223,0.410506,0.409197,0.383428,0.384271,0.097248,0.097161,0.110951,0.113081
4.92,rad,-1.352692,-1.455179,-1.446406,-1.553206,0.409517,0.410506,0.381172,0.383428,0.097524,0.097248,0.108834,0.110951
4.94,rad,-1.246465,-1.352692,-1.338515,-1.446406,0.409284,0.409517,0.378087,0.381172,0.098453,0.097524,0.107001,0.108834
4.96,rad,-1.131886,-1.246465,-1.224592,-1.338515,0.410558,0.409284,0.374129,0.378087,0.099860,0.098453,0.104781,0.107001
4.98,rad,-1.016409,-1.131886,-1.114519,-1.224592,0.411148,0.410558,0.367616,0.374129,0.101167,0.099860,0.102325,0.104781
5.00,rad,-0.888466,-1.016409,-0.992621,-1.114519,0.411108,0.411148,0.360252,0.367616,0.102757,0.101167,0.100126,0.102325
5.02,rad,-0.757717,-0.888466,-0.862873,-0.992621,0.415431,0.411108,0.357928,0.360252,0.103719,0.102757,0.097698,0.100126
5.04,rad,-0.645528,-0.757717,-0.744741,-0.862873,0.423121,0.415431,0.357387,0.357928,0.103513,0.103719,0.094327,0.097698
5.06,rad,-0.540399,-0.645528,-0.627876,-0.744741,0.435930,0.423121,0.364000,0.357387,0.102450,0.103513,0.090134,0.094327
5.08,rad,-0.445882,-0.540399,-0.514980,-0.627876,0.449156,0.435930,0.373708,0.364000,0.100087,0.102450,0.084707,0.090134
5.10,rad,-0.332351,-0.445882,-0.384465,-0.514980,0.463439,0.449156,0.386084,0.373708,0.097346,0.100087,0.078388,0.084707
5.12,rad,-0.215500,-0.332351,-0.249786,-0.384465,0.476303,0.463439,0.399734,0.386084,0.093273,0.097346,0.071027,0.078388
5.14,rad,-0.123743,-0.215500,-0.143762,-0.249786,0.477990,0.476303,0.402939,0.399734,0.086946,0.093273,0.062537,0.071027
5.16,rad,-0.046207,-0.123743,-0.059710,-0.143762,0.468311,0.477990,0.409898,0.402939,0.079342,0.086946,0.053672,0.062537
5.18,rad,0.023756,-0.046207,0.014572,-0.059710,0.461082,0.468311,0.411137,0.409898,0.072293,0.079342,0.047306,0.053672
5.20,rad,0.035777,0.023756,0.010216,0.014572,0.467721,0.461082,0.440221,0.411137,0.063731,0.072293,0.047537,0.047306
5.22,rad,0.034690,0.035777,-0.001448,0.010216,0.469734,0.467721,0.457098,0.440221,0.052518,0.063731,0.049608,0.047537
5.24,rad,0.032984,0.034690,0.015723,-0.001448,0.478602,0.469734,0.463192,0.457098,0.046221,0.052518,0.052862,0.049608
5.26,rad,0.024924,0.032984,0.037417,0.015723,0.491275,0.478602,0.449552,0.463192,0.043498,0.046221,0.051898,0.052862
5.28,rad,-0.014977,0.024924,0.028023,0.037417,0.528698,0.491275,0.449218,0.449552,0.036824,0.043498,0.044046,0.051898
5.30,rad,-0.039939,-0.014977,-0.000322,0.028023,0.566655,0.528698,0.482460,0.449218,0.024499,0.036824,0.033982,0.044046
5.32,rad,-0.090100,-0.039939,-0.027983,-0.000322,0.610429,0.566655,0.523460,0.482460,0.010030,0.024499,0.023285,0.033982
5.34,rad,-0.168105,-0.090100,-0.084286,-0.027983,0.641420,0.610429,0.553934,0.523460,-0.008022,0.010030,0.008572,0.023285
5.36,rad,-0.258130,-0.168105,-0.165366,-0.084286,0.650979,0.641420,0.578990,0.553934,-0.028378,-0.008022,-0.010224,0.008572
5.38,rad,-0.319919,-0.258130,-0.231127,-0.165366,0.665276,0.650979,0.606484,0.578990,-0.047448,-0.028378,-0.029756,-0.010224
5.40,rad,-0.416798,-0.319919,-0.329017,-0.231127,0.669270,0.665276,0.614703,0.606484,-0.063300,-0.047448,-0.047483,-0.029756
5.42,rad,-0.552199,-0.416798,-0.475085,-0.329017,0.660721,0.669270,0.599567,0.614703,-0.073480,-0.063300,-0.059472,-0.047483
5.44,rad,-0.682195,-0.552199,-0.618938,-0.475085,0.665307,0.660721,0.590889,0.599567,-0.079509,-0.073480,-0.066865,-0.059472
5.46,rad,-0.825710,-0.682195,-0.774438,-0.618938,0.682404,0.665307,0.607940,0.590889,-0.085268,-0.079509,-0.071922,-0.066865
5.48,rad,-0.972907,-0.825710,-0.921757,-0.774438,0.710940,0.682404,0.640757,0.607940,-0.091780,-0.085268,-0.078009,-0.071922
5.50,rad,-1.162429,-0.972907,-1.089837,-0.921757,0.742576,0.710940,0.669449,0.640757,-0.098008,-0.091780,-0.082935,-0.078009
5.52,rad,-1.369868,-1.162429,-1.271830,-1.089837,0.808525,0.742576,0.726607,0.669449,-0.105735,-0.098008,-0.088420,-0.082935
5.54,rad,-1.510798,-1.369868,-1.390560,-1.271830,0.922748,0.808525,0.835258,0.726607,-0.125912,-0.105735,-0.105801,-0.088420
5.56,rad,-1.578305,-1.510798,-1.456891,-1.390560,1.073782,0.922748,0.987294,0.835258,-0.158301,-0.125912,-0.135022,-0.105801
5.58,rad,-1.567865,-1.578305,-1.460667,-1.456891,1.218514,1.073782,1.144471,0.987294,-0.187075,-0.158301,-0.162355,-0.135022
5.60,rad,-1.540835,-1.567865,-1.455402,-1.460667,1.286351,1.218514,1.220864,1.144471,-0.206458,-0.187075,-0.181180,-0.162355
5.62,rad,-1.556393,-1.540835,-1.493152,-1.455402,1.290858,1.286351,1.240499,1.220864,-0.210452,-0.206458,-0.186908,-0.181180
5.64,rad,-1.632341,-1.556393,-1.595867,-1.493152,1.276132,1.290858,1.244266,1.240499,-0.199584,-0.210452,-0.180850,-0.186908
5.66,rad,-1.708530,-1.632341,-1.706613,-1.595867,1.240250,1.276132,1.218790,1.244266,-0.182060,-0.199584,-0.169449,-0.180850
5.68,rad,-1.769078,-1.708530,-1.790236,-1.706613,1.194876,1.240250,1.165030,1.218790,-0.164597,-0.182060,-0.156459,-0.169449
5.70,rad,-1.865447,-1.769078,-1.895514,-1.790236,1.131890,1.194876,1.089936,1.165030,-0.145772,-0.164597,-0.140550,-0.156459
5.72,rad,-1.959797,-1.865447,-1.993925,-1.895514,1.060760,1.131890,1.009722,1.089936,-0.127479,-0.145772,-0.124000,-0.140550
5.74,rad,-2.016952,-1.959797,-2.050406,-1.993925,0.990936,1.060760,0.926519,1.009722,-0.112972,-0.127479,-0.110703,-0.124000
5.76,rad,-2.049088,-2.016952,-2.078664,-2.050406,0.931669,0.990936,0.848980,0.926519,-0.100832,-0.112972,-0.099821,-0.110703
5.78,rad,-2.088000,-2.049088,-2.112668,-2.078664,0.893784,0.931669,0.789690,0.848980,-0.091023,-0.100832,-0.091548,-0.099821
5.80,rad,-2.111705,-2.088000,-2.133342,-2.112668,0.861716,0.893784,0.736948,0.789690,-0.080540,-0.091023,-0.083243,-0.091548
5.82,rad,-2.108762,-2.111705,-2.138068,-2.133342,0.827183,0.861716,0.685143,0.736948,-0.069082,-0.080540,-0.074479,-0.083243
5.84,rad,-2.095115,-2.108762,-2.147023,-2.138068,0.799198,0.827183,0.646192,0.685143,-0.057303,-0.069082,-0.065595,-0.074479
5.86,rad,-2.051895,-2.095115,-2.134701,-2.147023,0.778277,0.799198,0.616137,0.646192,-0.046226,-0.057303,-0.056926,-0.065595
5.88,rad,-2.035077,-2.051895,-2.127960,-2.134701,0.752921,0.778277,0.578062,0.616137,-0.036670,-0.046226,-0.049013,-0.056926
5.90,rad,-2.020452,-2.035077,-2.101313,-2.127960,0.723089,0.752921,0.534402,0.578062,-0.030609,-0.036670,-0.043711,-0.049013
5.92,rad,-2.002626,-2.020452,-2.061124,-2.101313,0.694271,0.723089,0.491523,0.534402,-0.028968,-0.030609,-0.042931,-0.043711
5.94,rad,-1.996101,-2.002626,-2.029777,-2.061124,0.659976,0.694271,0.445631,0.491523,-0.029410,-0.028968,-0.043816,-0.042931
5.96,rad,-1.974333,-1.996101,-1.991676,-2.029777,0.622907,0.659976,0.400598,0.445631,-0.031734,-0.029410,-0.045766,-0.043816
5.98,rad,-1.936936,-1.974333,-1.946804,-1.991676,0.585639,0.622907,0.355153,0.400598,-0.034366,-0.031734,-0.047405,-0.045766
6.00,rad,-1.879496,-1.936936,-1.889086,-1.946804,0.550917,0.585639,0.314460,0.355153,-0.037020,-0.034366,-0.048455,-0.047405
6.02,rad,-1.808229,-1.879496,-1.820507,-1.889086,0.523990,0.550917,0.286480,0.314460,-0.039600,-0.037020,-0.049031,-0.048455
6.04,rad,-1.726347,-1.808229,-1.744827,-1.820507,0.502515,0.523990,0.261725,0.286480,-0.041222,-0.039600,-0.048815,-0.049031
6.06,rad,-1.623205,-1.726347,-1.656413,-1.744827,0.487067,0.502515,0.253433,0.261725,-0.043017,-0.041222,-0.048158,-0.048815
6.08,rad,-1.515996,-1.623205,-1.565708,-1.656413,0.475031,0.487067,0.276172,0.253433,-0.045621,-0.043017,-0.047147,-0.048158
6.10,rad,-1.398477,-1.515996,-1.454714,-1.565708,0.464089,0.475031,0.319611,0.276172,-0.048254,-0.045621,-0.044814,-0.047147
6.12,rad,-1.271808,-1.398477,-1.327368,-1.454714,0.457842,0.464089,0.365422,0.319611,-0.050670,-0.048254,-0.041905,-0.044814
6.14,rad,-1.141925,-1.271808,-1.213179,-1.327368,0.458055,0.457842,0.423567,0.365422,-0.052550,-0.050670,-0.038203,-0.041905
6.16,rad,-1.011260,-1.141925,-1.090251,-1.213179,0.466172,0.458055,0.467355,0.423567,-0.054670,-0.052550,-0.035783,-0.038203
6.18,rad,-0.890628,-1.011260,-0.960854,-1.090251,0.479963,0.466172,0.491576,0.467355,-0.056755,-0.054670,-0.035509,-0.035783
6.20,rad,-0.768764,-0.890628,-0.817046,-0.960854,0.493203,0.479963,0.449542,0.491576,-0.057737,-0.056755,-0.042382,-0.035509
6.22,rad,-0.641067,-0.768764,-0.640291,-0.817046,0.497160,0.493203,0.406128,0.449542,-0.058462,-0.057737,-0.051324,-0.042382
6.24,rad,-0.505631,-0.641067,-0.478770,-0.640291,0.494196,0.497160,0.423761,0.406128,-0.057726,-0.058462,-0.057578,-0.051324
6.26,rad,-0.361427,-0.505631,-0.310528,-0.478770,0.491655,0.494196,0.457778,0.423761,-0.054576,-0.057726,-0.062746,-0.057578
6.28,rad,-0.237019,-0.361427,-0.150866,-0.310528,0.487299,0.491655,0.461317,0.457778,-0.048309,-0.054576,-0.065861,-0.062746
6.30,rad,-0.133959,-0.237019,-0.054974,-0.150866,0.474556,0.487299,0.450662,0.461317,-0.039545,-0.048309,-0.069558,-0.065861
6.32,rad,-0.059542,-0.133959,0.044613,-0.054974,0.420684,0.474556,0.442993,0.450662,-0.033316,-0.039545,-0.069329,-0.069558
6.34,rad,-0.005329,-0.059542,0.111061,0.044613,0.388453,0.420684,0.408852,0.442993,-0.033371,-0.033316,-0.069210,-0.069329
6.36,rad,-0.000360,-0.005329,0.098262,0.111061,0.374409,0.388453,0.345743,0.408852,-0.036818,-0.033371,-0.072293,-0.069210
6.38,rad,-0.038288,-0.000360,0.051284,0.098262,0.327991,0.374409,0.271856,0.345743,-0.037644,-0.036818,-0.073581,-0.072293
6.40,rad,-0.083967,-0.038288,-0.005433,0.051284,0.274680,0.327991,0.200609,0.271856,-0.033057,-0.037644,-0.069612,-0.073581
6.42,rad,-0.140388,-0.083967,-0.039309,-0.005433,0.270064,0.274680,0.179928,0.200609,-0.027151,-0.033057,-0.060292,-0.069612
6.44,rad,-0.159353,-0.140388,-0.042873,-0.039309,0.319314,0.270064,0.233562,0.179928,-0.014847,-0.027151,-0.045004,-0.060292
6.46,rad,-0.150936,-0.159353,-0.017170,-0.042873,0.380668,0.319314,0.308965,0.233562,-0.000327,-0.014847,-0.029236,-0.045004
6.48,rad,-0.146867,-0.150936,-0.013021,-0.017170,0.398132,0.380668,0.352130,0.308965,0.013395,-0.000327,-0.014566,-0.029236
6.50,rad,-0.232917,-0.146867,-0.106454,-0.013021,0.355433,0.398132,0.340702,0.352130,0.032885,0.013395,0.003966,-0.014566
6.52,rad,-0.371085,-0.232917,-0.254964,-0.106454,0.279912,0.355433,0.306207,0.340702,0.049819,0.032885,0.023246,0.003966
6.54,rad,-0.506721,-0.371085,-0.406798,-0.254964,0.261634,0.279912,0.284094,0.306207,0.063250,0.049819,0.038009,0.023246
6.56,rad,-0.696962,-0.506721,-0.604748,-0.406798,0.305520,0.261634,0.312714,0.284094,0.076548,0.063250,0.052211,0.038009
6.58,rad,-0.878256,-0.696962,-0.785959,-0.604748,0.355547,0.305520,0.357170,0.312714,0.091215,0.076548,0.067926,0.052211
6.60,rad,-1.037289,-0.878256,-0.928800,-0.785959,0.374602,0.355547,0.377800,0.357170,0.106151,0.091215,0.082652,0.067926
6.62,rad,-1.187112,-1.037289,-1.066757,-0.928800,0.387413,0.374602,0.387044,0.377800,0.122065,0.106151,0.098146,0.082652
6.64,rad,-1.293872,-1.187112,-1.181971,-1.066757,0.400022,0.387413,0.395045,0.387044,0.135369,0.122065,0.112066,0.098146
6.66,rad,-1.374645,-1.293872,-1.272184,-1.181971,0.413034,0.400022,0.405428,0.395045,0.144702,0.135369,0.122103,0.112066
6.68,rad,-1.431401,-1.374645,-1.343067,-1.272184,0.426596,0.413034,0.418426,0.405428,0.149682,0.144702,0.128291,0.122103
6.70,rad,-1.480336,-1.431401,-1.407956,-1.343067,0.444883,0.426596,0.435184,0.418426,0.152206,0.149682,0.131344,0.128291
6.72,rad,-1.517955,-1.480336,-1.461861,-1.407956,0.464939,0.444883,0.453279,0.435184,0.154446,0.152206,0.133221,0.131344
6.74,rad,-1.553537,-1.517955,-1.512164,-1.461861,0.482118,0.464939,0.470966,0.453279,0.154252,0.154446,0.132703,0.133221
6.76,rad,-1.594315,-1.553537,-1.564686,-1.512164,0.486477,0.482118,0.487100,0.470966,0.148520,0.154252,0.130919,0.132703
6.78,rad,-1.637285,-1.594315,-1.628334,-1.564686,0.465860,0.486477,0.493231,0.487100,0.138081,0.148520,0.128025,0.130919
6.80,rad,-1.682388,-1.637285,-1.721161,-1.628334,0.433028,0.465860,0.486646,0.493231,0.126515,0.138081,0.124589,0.128025
6.82,rad,-1.732889,-1.682388,-1.813547,-1.721161,0.406482,0.433028,0.481311,0.486646,0.117107,0.126515,0.122448,0.124589
6.84,rad,-1.789709,-1.732889,-1.878193,-1.813547,0.390949,0.406482,0.483919,0.481311,0.112409,0.117107,0.122051,0.122448
6.86,rad,-1.861762,-1.789709,-1.923831,-1.878193,0.406650,0.390949,0.489986,0.483919,0.111148,0.112409,0.123507,0.122051
6.88,rad,-1.939211,-1.861762,-1.971505,-1.923831,0.430966,0.406650,0.484721,0.489986,0.115340,0.111148,0.126289,0.123507
6.90,rad,-1.942707,-1.939211,-1.976689,-1.971505,0.421067,0.430966,0.464242,0.484721,0.126916,0.115340,0.129438,0.126289
6.92,rad,-1.893765,-1.942707,-1.947183,-1.976689,0.401132,0.421067,0.445683,0.464242,0.134447,0.126916,0.131901,0.129438
6.94,rad,-1.857509,-1.893765,-1.935841,-1.947183,0.374975,0.401132,0.438034,0.445683,0.138328,0.134447,0.133880,0.131901
6.96,rad,-1.827774,-1.857509,-1.928044,-1.935841,0.387821,0.374975,0.430607,0.438034,0.139079,0.138328,0.133307,0.133880
6.98,rad,-1.813696,-1.827774,-1.921653,-1.928044,0.414292,0.387821,0.421371,0.430607,0.136942,0.139079,0.132626,0.133307
7.00,rad,-1.844705,-1.813696,-1.926605,-1.921653,0.421614,0.414292,0.414140,0.421371,0.129089,0.136942,0.131079,0.132626
7.02,rad,-1.866048,-1.844705,-1.939582,-1.926605,0.423328,0.421614,0.404610,0.414140,0.120868,0.129089,0.127101,0.131079
7.04,rad,-1.863532,-1.866048,-1.933145,-1.939582,0.425360,0.423328,0.401322,0.404610,0.114846,0.120868,0.123286,0.127101
7.06,rad,-1.843696,-1.863532,-1.906937,-1.933145,0.426595,0.425360,0.396174,0.401322,0.109210,0.114846,0.118810,0.123286
7.08,rad,-1.819916,-1.843696,-1.874940,-1.906937,0.429561,0.426595,0.396107,0.396174,0.103606,0.109210,0.113732,0.118810
7.10,rad,-1.781859,-1.819916,-1.834754,-1.874940,0.435057,0.429561,0.399311,0.396107,0.098485,0.103606,0.108712,0.113732
7.12,rad,-1.730309,-1.781859,-1.786644,-1.834754,0.440910,0.435057,0.403732,0.399311,0.094363,0.098485,0.104299,0.108712
7.14,rad,-1.686716,-1.730309,-1.747331,-1.786644,0.449019,0.440910,0.410948,0.403732,0.090535,0.094363,0.100396,0.104299
7.16,rad,-1.639543,-1.686716,-1.703204,-1.747331,0.458501,0.449019,0.417425,0.410948,0.087406,0.090535,0.097198,0.100396
7.18,rad,-1.593406,-1.639543,-1.656294,-1.703204,0.468873,0.458501,0.421365,0.417425,0.085871,0.087406,0.095137,0.097198
7.20,rad,-1.534800,-1.593406,-1.592981,-1.656294,0.479133,0.468873,0.423218,0.421365,0.086720,0.085871,0.094820,0.095137
7.22,rad,-1.461339,-1.534800,-1.514006,-1.592981,0.490054,0.479133,0.424533,0.423218,0.089735,0.086720,0.095992,0.094820
7.24,rad,-1.382859,-1.461339,-1.430326,-1.514006,0.498719,0.490054,0.423348,0.424533,0.094037,0.089735,0.098170,0.095992
7.26,rad,-1.289363,-1.382859,-1.332890,-1.430326,0.504875,0.498719,0.420404,0.423348,0.098917,0.094037,0.100969,0.098170
7.28,rad,-1.194285,-1.289363,-1.234916,-1.332890,0.508913,0.504875,0.415594,0.420404,0.103434,0.098917,0.103609,0.100969
7.30,rad,-1.088591,-1.194285,-1.125462,-1.234916,0.515263,0.508913,0.412895,0.415594,0.107625,0.103434,0.106369,0.103609
7.32,rad,-0.977887,-1.088591,-1.007930,-1.125462,0.526276,0.515263,0.414443,0.412895,0.110571,0.107625,0.108290,0.106369
