time_s,isaac_d00_requested,isaac_d20_requested,isaac_d20_effective,mujoco_d00_requested,mujoco_d20_requested,mujoco_d20_effective,unit,aggregation
9.32,0.102104,0.109651,0.101847,0.102961,0.107628,0.099614,rad,per-cycle RMS over 29 joints of (q_des - q)
9.34,0.098056,0.105655,0.100845,0.098906,0.103755,0.097685,rad,per-cycle RMS over 29 joints of (q_des - q)
9.36,0.093751,0.101041,0.095976,0.094203,0.099945,0.092851,rad,per-cycle RMS over 29 joints of (q_des - q)
9.38,0.090356,0.097628,0.090303,0.091091,0.097200,0.087889,rad,per-cycle RMS over 29 joints of (q_des - q)
9.40,0.087092,0.095170,0.086071,0.089995,0.095486,0.084213,rad,per-cycle RMS over 29 joints of (q_des - q)
9.42,0.084815,0.094433,0.082658,0.091477,0.095303,0.081531,rad,per-cycle RMS over 29 joints of (q_des - q)
9.44,0.082980,0.094676,0.080872,0.093318,0.095715,0.080423,rad,per-cycle RMS over 29 joints of (q_des - q)
9.46,0.082739,0.096281,0.080055,0.096989,0.097770,0.080007,rad,per-cycle RMS over 29 joints of (q_des - q)
9.48,0.083323,0.097922,0.080253,0.102741,0.099817,0.080987,rad,per-cycle RMS over 29 joints of (q_des - q)
9.50,0.086891,0.101721,0.080565,0.110831,0.104448,0.081911,rad,per-cycle RMS over 29 joints of (q_des - q)
9.52,0.091936,0.107181,0.082876,0.114177,0.111142,0.085055,rad,per-cycle RMS over 29 joints of (q_des - q)
9.54,0.096959,0.113099,0.086795,0.112329,0.118460,0.090018,rad,per-cycle RMS over 29 joints of (q_des - q)
9.56,0.105707,0.120443,0.091193,0.107044,0.127023,0.095571,rad,per-cycle RMS over 29 joints of (q_des - q)
9.58,0.114267,0.129102,0.098018,0.106386,0.134261,0.102281,rad,per-cycle RMS over 29 joints of (q_des - q)
9.60,0.120853,0.138260,0.106968,0.103334,0.138774,0.107736,rad,per-cycle RMS over 29 joints of (q_des - q)
9.62,0.126387,0.147437,0.116640,0.107015,0.140812,0.111341,rad,per-cycle RMS over 29 joints of (q_des - q)
9.64,0.124863,0.153252,0.126084,0.114054,0.138957,0.113818,rad,per-cycle RMS over 29 joints of (q_des - q)
9.66,0.126713,0.156305,0.131138,0.120443,0.137576,0.114102,rad,per-cycle RMS over 29 joints of (q_des - q)
9.68,0.135824,0.158667,0.133919,0.126296,0.140273,0.115235,rad,per-cycle RMS over 29 joints of (q_des - q)
9.70,0.141050,0.159919,0.136456,0.135933,0.146276,0.120003,rad,per-cycle RMS over 29 joints of (q_des - q)
9.72,0.143594,0.159279,0.138555,0.144094,0.151101,0.128015,rad,per-cycle RMS over 29 joints of (q_des - q)
9.74,0.138754,0.150904,0.139763,0.144314,0.148831,0.135158,rad,per-cycle RMS over 29 joints of (q_des - q)
9.76,0.142375,0.150049,0.135765,0.151242,0.153793,0.136208,rad,per-cycle RMS over 29 joints of (q_des - q)
9.78,0.150772,0.161187,0.140954,0.156294,0.164240,0.144475,rad,per-cycle RMS over 29 joints of (q_des - q)
9.80,0.163196,0.177995,0.154910,0.167747,0.179454,0.156192,rad,per-cycle RMS over 29 joints of (q_des - q)
9.82,0.177240,0.196895,0.172564,0.186383,0.202124,0.172786,rad,per-cycle RMS over 29 joints of (q_des - q)
9.84,0.188158,0.213290,0.190159,0.204105,0.224298,0.194740,rad,per-cycle RMS over 29 joints of (q_des - q)
9.86,0.203316,0.227435,0.202889,0.220648,0.243573,0.214017,rad,per-cycle RMS over 29 joints of (q_des - q)
9.88,0.213491,0.235559,0.212532,0.228571,0.251233,0.229137,rad,per-cycle RMS over 29 joints of (q_des - q)
9.90,0.223928,0.243493,0.217125,0.234056,0.255958,0.232719,rad,per-cycle RMS over 29 joints of (q_des - q)
9.92,0.231998,0.250281,0.222442,0.238640,0.258923,0.234299,rad,per-cycle RMS over 29 joints of (q_des - q)
9.94,0.233547,0.252209,0.226665,0.237600,0.257649,0.234653,rad,per-cycle RMS over 29 joints of (q_des - q)
9.96,0.232839,0.252749,0.226081,0.233450,0.254753,0.230654,rad,per-cycle RMS over 29 joints of (q_des - q)
9.98,0.228181,0.250791,0.225321,0.225957,0.249591,0.225409,rad,per-cycle RMS over 29 joints of (q_des - q)
