time_s,unit,isaac_d00_roll,isaac_d00_pitch,isaac_d20_roll,isaac_d20_pitch,mujoco_d00_roll,mujoco_d00_pitch,mujoco_d20_roll,mujoco_d20_pitch
8.36,rad,-0.084682,-0.296411,-0.098379,-0.300987,-0.080780,-0.263128,-0.102754,-0.275865
8.38,rad,-0.084101,-0.291187,-0.100032,-0.296098,-0.077226,-0.257922,-0.103880,-0.272021
8.40,rad,-0.082642,-0.285681,-0.101145,-0.291028,-0.071867,-0.252800,-0.104185,-0.268301
8.42,rad,-0.080205,-0.279908,-0.101291,-0.285638,-0.064691,-0.246424,-0.103338,-0.264610
8.44,rad,-0.076699,-0.274063,-0.100356,-0.280386,-0.054502,-0.237761,-0.101391,-0.261362
8.46,rad,-0.071779,-0.267888,-0.098402,-0.275853,-0.039822,-0.228638,-0.098315,-0.259065
8.48,rad,-0.064273,-0.261530,-0.095375,-0.271979,-0.028130,-0.228831,-0.093978,-0.257237
8.50,rad,-0.052884,-0.256028,-0.091150,-0.269081,-0.034299,-0.242202,-0.088176,-0.255912
8.52,rad,-0.049520,-0.260763,-0.085385,-0.267600,-0.048021,-0.257783,-0.080380,-0.255099
8.54,rad,-0.054887,-0.272000,-0.077836,-0.268184,-0.056438,-0.267325,-0.069886,-0.255324
8.56,rad,-0.060168,-0.281687,-0.068020,-0.271166,-0.055995,-0.272095,-0.055829,-0.257828
8.58,rad,-0.058674,-0.288014,-0.054835,-0.276241,-0.049203,-0.274856,-0.037724,-0.263326
8.60,rad,-0.052559,-0.290605,-0.040006,-0.284204,-0.041209,-0.275886,-0.026914,-0.277543
8.62,rad,-0.037585,-0.295188,-0.032387,-0.296634,-0.032756,-0.275824,-0.025311,-0.293630
8.64,rad,-0.020522,-0.295191,-0.027772,-0.304547,-0.017457,-0.278830,-0.023263,-0.300327
8.66,rad,0.000245,-0.294003,-0.018589,-0.305034,0.000583,-0.278204,-0.015078,-0.298165
8.68,rad,0.020874,-0.293164,-0.004360,-0.301246,0.019141,-0.275092,-0.001663,-0.292236
8.70,rad,0.036809,-0.296299,0.013682,-0.295654,0.033978,-0.275798,0.016643,-0.283848
8.72,rad,0.048093,-0.301557,0.029637,-0.293669,0.044430,-0.279864,0.033928,-0.279341
8.74,rad,0.056301,-0.304498,0.040200,-0.297200,0.051399,-0.281290,0.046291,-0.279336
8.76,rad,0.058773,-0.301690,0.046913,-0.302043,0.054454,-0.275055,0.054336,-0.279840
8.78,rad,0.048324,-0.300360,0.052490,-0.301011,0.047607,-0.272325,0.060205,-0.275082
8.80,rad,0.040554,-0.296729,0.045840,-0.298033,0.040699,-0.278379,0.055125,-0.267118
8.82,rad,0.042866,-0.292741,0.039210,-0.296634,0.041846,-0.281200,0.046628,-0.270506
8.84,rad,0.052568,-0.288966,0.044838,-0.291620,0.050064,-0.280967,0.048357,-0.273646
8.86,rad,0.066516,-0.285077,0.059390,-0.284224,0.063394,-0.279442,0.058196,-0.272355
8.88,rad,0.082368,-0.280704,0.077948,-0.277395,0.079479,-0.276636,0.072773,-0.268998
8.90,rad,0.098774,-0.275917,0.097251,-0.272281,0.096711,-0.273018,0.089577,-0.265797
8.92,rad,0.115147,-0.270865,0.115472,-0.267660,0.114445,-0.269141,0.106915,-0.261920
8.94,rad,0.131039,-0.266456,0.132212,-0.262687,0.132051,-0.266107,0.124202,-0.257535
8.96,rad,0.146101,-0.263643,0.147550,-0.257926,0.148891,-0.264645,0.141117,-0.254221
8.98,rad,0.160402,-0.262673,0.161828,-0.254458,0.164696,-0.264891,0.157541,-0.253123
9.00,rad,0.173868,-0.262994,0.175504,-0.252772,0.178916,-0.266210,0.173390,-0.254217
9.02,rad,0.186272,-0.264378,0.188611,-0.252490,0.191161,-0.268435,0.188257,-0.256813
9.04,rad,0.197352,-0.267177,0.200789,-0.253371,0.201103,-0.271785,0.201524,-0.260449
9.06,rad,0.206841,-0.272236,0.211388,-0.255627,0.208481,-0.276990,0.212617,-0.265068
9.08,rad,0.214768,-0.280010,0.219403,-0.260296,0.212259,-0.283040,0.220998,-0.271166
9.10,rad,0.221195,-0.289876,0.224499,-0.268267,0.214539,-0.291233,0.226352,-0.278973
9.12,rad,0.225986,-0.299897,0.227821,-0.278711,0.216040,-0.301232,0.229070,-0.287838
9.14,rad,0.227711,-0.309469,0.229403,-0.291414,0.217234,-0.311683,0.230381,-0.298181
9.16,rad,0.228416,-0.318635,0.229601,-0.305014,0.217970,-0.321186,0.230257,-0.309539
9.18,rad,0.228461,-0.326312,0.227756,-0.318486,0.218592,-0.328610,0.229590,-0.320256
9.20,rad,0.227774,-0.332513,0.224331,-0.329705,0.219969,-0.335025,0.229066,-0.328801
9.22,rad,0.226184,-0.336377,0.220099,-0.337889,0.220062,-0.339246,0.228213,-0.334792
9.24,rad,0.223666,-0.337545,0.215697,-0.342816,0.218393,-0.341352,0.227407,-0.338196
9.26,rad,0.220445,-0.337316,0.211602,-0.344686,0.214974,-0.341326,0.226158,-0.338973
9.28,rad,0.216774,-0.336419,0.208085,-0.344836,0.210673,-0.339373,0.224298,-0.337973
9.30,rad,0.212934,-0.334646,0.205353,-0.344016,0.205854,-0.335825,0.221948,-0.335918
9.32,rad,0.208745,-0.331460,0.203485,-0.342189,0.200356,-0.330574,0.219269,-0.332733
9.34,rad,0.203883,-0.326452,0.202125,-0.338805,0.194066,-0.323503,0.216082,-0.327838
9.36,rad,0.198330,-0.319893,0.200672,-0.333239,0.187239,-0.315113,0.212091,-0.321040
9.38,rad,0.192225,-0.312284,0.198757,-0.325355,0.180974,-0.304977,0.207237,-0.312657
9.40,rad,0.185752,-0.304167,0.196278,-0.315896,0.173702,-0.295010,0.201674,-0.303315
9.42,rad,0.179020,-0.296103,0.193370,-0.306036,0.164285,-0.286640,0.195706,-0.293729
9.44,rad,0.172013,-0.288548,0.190141,-0.296765,0.155316,-0.276994,0.189535,-0.284581
9.46,rad,0.164677,-0.281842,0.186540,-0.288789,0.144580,-0.268510,0.183133,-0.276430
9.48,rad,0.156825,-0.276178,0.182525,-0.282473,0.133203,-0.260038,0.176387,-0.269625
9.50,rad,0.148034,-0.271416,0.177933,-0.277845,0.119016,-0.253066,0.169018,-0.264377
9.52,rad,0.137791,-0.267071,0.172361,-0.274576,0.102523,-0.246483,0.160520,-0.260412
9.54,rad,0.125651,-0.263133,0.165429,-0.272042,0.084208,-0.242341,0.150462,-0.257120
9.56,rad,0.111584,-0.259940,0.156941,-0.269914,0.090064,-0.255470,0.138596,-0.254246
9.58,rad,0.095889,-0.258282,0.147017,-0.268146,0.105044,-0.268983,0.125044,-0.251938
9.60,rad,0.085405,-0.262642,0.135827,-0.266975,0.113141,-0.274176,0.110020,-0.250799
9.62,rad,0.097030,-0.275188,0.123551,-0.266899,0.114188,-0.275579,0.093742,-0.251356
9.64,rad,0.103920,-0.283060,0.110365,-0.268647,0.111062,-0.276588,0.076153,-0.254407
9.66,rad,0.102585,-0.290066,0.096239,-0.272937,0.106699,-0.277237,0.074925,-0.268115
9.68,rad,0.095824,-0.296407,0.081005,-0.279664,0.100677,-0.279579,0.080895,-0.281431
9.70,rad,0.084122,-0.303826,0.064624,-0.288336,0.086983,-0.287399,0.081356,-0.287659
9.72,rad,0.069249,-0.310471,0.047856,-0.298231,0.069544,-0.296017,0.074368,-0.291550
9.74,rad,0.052950,-0.315916,0.042532,-0.313100,0.053135,-0.303640,0.061833,-0.295970
9.76,rad,0.036713,-0.320244,0.035486,-0.321744,0.039275,-0.309259,0.047127,-0.300112
9.78,rad,0.022063,-0.323348,0.026346,-0.325799,0.027152,-0.311823,0.032185,-0.304161
9.80,rad,0.010948,-0.325321,0.016290,-0.327092,0.016223,-0.311520,0.018094,-0.307532
9.82,rad,0.004956,-0.326144,0.007964,-0.326076,0.006097,-0.308464,0.005425,-0.308891
9.84,rad,0.004016,-0.324122,0.003441,-0.323828,0.003015,-0.307062,-0.003822,-0.308815
9.86,rad,0.005836,-0.318460,0.001331,-0.322947,0.007070,-0.305096,-0.004222,-0.310094
9.88,rad,0.005004,-0.313117,-0.005395,-0.326006,0.008443,-0.300345,-0.002337,-0.310834
9.90,rad,-0.002227,-0.309882,-0.017815,-0.328742,0.003593,-0.296147,-0.004764,-0.310760
9.92,rad,-0.014957,-0.306075,-0.033550,-0.327956,-0.006800,-0.291427,-0.013218,-0.308143
9.94,rad,-0.030317,-0.300218,-0.050497,-0.322991,-0.020900,-0.284854,-0.026864,-0.302051
9.96,rad,-0.045932,-0.292125,-0.066950,-0.314219,-0.036439,-0.276497,-0.043293,-0.292806
9.98,rad,-0.060279,-0.282064,-0.081682,-0.303075,-0.051490,-0.266565,-0.060383,-0.281318
