time_s,isaac_d00_height,isaac_d20_height,mujoco_d00_height,mujoco_d20_height,isaac_d00_x_drift,isaac_d20_x_drift,mujoco_d00_x_drift,mujoco_d20_x_drift,isaac_d00_y_drift,isaac_d20_y_drift,mujoco_d00_y_drift,mujoco_d20_y_drift,unit
4.72,0.944974,0.945944,0.947404,0.948104,0.076279,0.071236,0.097256,0.073170,-0.184438,-0.176971,-0.082232,-0.161203,m
4.74,0.943185,0.943388,0.945979,0.944968,0.075435,0.070632,0.096352,0.071989,-0.185019,-0.177458,-0.083609,-0.163098,m
4.76,0.943199,0.942600,0.946374,0.943741,0.074431,0.069931,0.095266,0.070876,-0.185517,-0.177987,-0.085059,-0.165244,m
4.78,0.944842,0.943520,0.948267,0.944428,0.073019,0.069014,0.093973,0.069766,-0.185867,-0.178402,-0.086527,-0.167544,m
4.80,0.947739,0.945934,0.951261,0.946793,0.071128,0.067752,0.092272,0.068461,-0.186046,-0.178581,-0.087812,-0.169687,m
4.82,0.951515,0.949473,0.954960,0.950346,0.068788,0.066130,0.090092,0.066938,-0.186059,-0.178467,-0.088817,-0.171649,m
4.84,0.955907,0.953756,0.959079,0.954598,0.066065,0.064179,0.087439,0.065117,-0.185890,-0.178097,-0.089428,-0.173412,m
4.86,0.960589,0.958522,0.963293,0.959198,0.063043,0.061937,0.084346,0.062956,-0.185571,-0.177497,-0.089659,-0.174912,m
4.88,0.965234,0.963475,0.967305,0.963845,0.059786,0.059454,0.080850,0.060452,-0.185137,-0.176650,-0.089507,-0.176066,m
4.90,0.969579,0.968316,0.970871,0.968336,0.056318,0.056742,0.076969,0.057587,-0.184630,-0.175590,-0.089014,-0.176802,m
4.92,0.973430,0.972778,0.973818,0.972494,0.052643,0.053764,0.072700,0.054335,-0.184104,-0.174412,-0.088252,-0.177172,m
4.94,0.976743,0.976663,0.976082,0.976159,0.048760,0.050486,0.068052,0.050694,-0.183581,-0.173201,-0.087249,-0.177282,m
4.96,0.979547,0.979917,0.977636,0.979234,0.044677,0.046900,0.063039,0.046712,-0.183047,-0.171990,-0.086046,-0.177194,m
4.98,0.981875,0.982583,0.978444,0.981683,0.040400,0.043025,0.057682,0.042441,-0.182475,-0.170771,-0.084676,-0.176967,m
5.00,0.983755,0.984726,0.978450,0.983488,0.035918,0.038900,0.051971,0.037931,-0.181768,-0.169502,-0.083110,-0.176639,m
5.02,0.985114,0.986409,0.977507,0.984654,0.031188,0.034545,0.045877,0.033193,-0.180879,-0.168073,-0.081370,-0.176162,m
5.04,0.985786,0.987581,0.975341,0.985116,0.026123,0.029951,0.039335,0.028198,-0.179875,-0.166434,-0.079560,-0.175543,m
5.06,0.985641,0.988079,0.971583,0.984724,0.020601,0.025050,0.032276,0.022866,-0.178793,-0.164677,-0.077753,-0.174893,m
5.08,0.984559,0.987764,0.965749,0.983328,0.014504,0.019720,0.024681,0.017087,-0.177662,-0.162879,-0.076044,-0.174272,m
5.10,0.982409,0.986525,0.957351,0.980744,0.007756,0.013832,0.016620,0.010778,-0.176452,-0.161084,-0.074557,-0.173748,m
5.12,0.978932,0.984261,0.948959,0.976743,0.000363,0.007308,0.009989,0.003915,-0.175141,-0.159258,-0.075541,-0.173297,m
5.14,0.973676,0.980787,0.944407,0.970943,-0.007565,0.000152,0.006580,-0.003423,-0.173690,-0.157339,-0.078440,-0.172877,m
5.16,0.966229,0.975770,0.941759,0.962835,-0.015856,-0.007546,0.005112,-0.011077,-0.171936,-0.155255,-0.079878,-0.172451,m
5.18,0.956566,0.968904,0.939518,0.953332,-0.024440,-0.015649,0.004646,-0.018139,-0.169774,-0.152780,-0.079179,-0.172644,m
5.20,0.946653,0.960153,0.936839,0.946646,-0.032292,-0.024084,0.004771,-0.022541,-0.168812,-0.149692,-0.076981,-0.174931,m
5.22,0.939985,0.949919,0.933681,0.942332,-0.037611,-0.032823,0.005012,-0.024904,-0.168548,-0.145998,-0.074547,-0.176051,m
5.24,0.935284,0.941763,0.930605,0.939136,-0.042189,-0.039841,0.004805,-0.026322,-0.166858,-0.144444,-0.072984,-0.175472,m
5.26,0.932150,0.936332,0.928082,0.936614,-0.046984,-0.045417,0.003960,-0.027522,-0.164422,-0.142710,-0.071791,-0.173829,m
5.28,0.930286,0.932816,0.926388,0.934968,-0.052571,-0.050939,0.002298,-0.029051,-0.161632,-0.140115,-0.070844,-0.172007,m
5.30,0.929376,0.931029,0.925946,0.934158,-0.059258,-0.057173,-0.000411,-0.031422,-0.159038,-0.136924,-0.070122,-0.170550,m
5.32,0.929315,0.930748,0.926873,0.933889,-0.066980,-0.064559,-0.004435,-0.035026,-0.156827,-0.133712,-0.069399,-0.169645,m
5.34,0.929848,0.931664,0.928823,0.934192,-0.075664,-0.073041,-0.009644,-0.040082,-0.154672,-0.130697,-0.068395,-0.169334,m
5.36,0.930427,0.933300,0.930986,0.935214,-0.085019,-0.082465,-0.015721,-0.046369,-0.152083,-0.127942,-0.066734,-0.169236,m
5.38,0.931192,0.934997,0.932559,0.936867,-0.093837,-0.092502,-0.021854,-0.053488,-0.149236,-0.125141,-0.064596,-0.168933,m
5.40,0.932027,0.936241,0.933660,0.938527,-0.101808,-0.102371,-0.027192,-0.060855,-0.146181,-0.122501,-0.062721,-0.168084,m
5.42,0.933426,0.937200,0.934667,0.939528,-0.109548,-0.111398,-0.032019,-0.067565,-0.142700,-0.120568,-0.060786,-0.166983,m
5.44,0.935804,0.938442,0.936357,0.939923,-0.117137,-0.120185,-0.036507,-0.073743,-0.138875,-0.118803,-0.058419,-0.166295,m
5.46,0.939057,0.940571,0.938947,0.940645,-0.124398,-0.128793,-0.040571,-0.079517,-0.135199,-0.116341,-0.055838,-0.165435,m
5.48,0.942757,0.943719,0.942145,0.942379,-0.131175,-0.136887,-0.044221,-0.084516,-0.132049,-0.113062,-0.053492,-0.163775,m
5.50,0.946511,0.947530,0.945600,0.945210,-0.137369,-0.144287,-0.047513,-0.088586,-0.129502,-0.109647,-0.051583,-0.161550,m
5.52,0.950131,0.951465,0.949118,0.948733,-0.142933,-0.151004,-0.050446,-0.091873,-0.127629,-0.106864,-0.050267,-0.159373,m
5.54,0.953565,0.955136,0.952590,0.952492,-0.147913,-0.157106,-0.053005,-0.094628,-0.126628,-0.105164,-0.049758,-0.157780,m
5.56,0.956809,0.958405,0.955987,0.956187,-0.152464,-0.162739,-0.055061,-0.097132,-0.126684,-0.104781,-0.050196,-0.157144,m
5.58,0.959904,0.961279,0.959355,0.959743,-0.156680,-0.168052,-0.056366,-0.099411,-0.127826,-0.105662,-0.051533,-0.157578,m
5.60,0.962995,0.963827,0.962679,0.963164,-0.160544,-0.173084,-0.056770,-0.101141,-0.129802,-0.107477,-0.053670,-0.158888,m
5.62,0.966474,0.966189,0.966172,0.966364,-0.164017,-0.177772,-0.056314,-0.101982,-0.131291,-0.109694,-0.055536,-0.160788,m
5.64,0.970456,0.968793,0.969897,0.969524,-0.167174,-0.182027,-0.055282,-0.101779,-0.131031,-0.110955,-0.056144,-0.162058,m
5.66,0.974122,0.971997,0.973234,0.972824,-0.170043,-0.185877,-0.053937,-0.100740,-0.129290,-0.110125,-0.055778,-0.161734,m
5.68,0.976641,0.975306,0.975687,0.975779,-0.172427,-0.189359,-0.052236,-0.099272,-0.126998,-0.107610,-0.054919,-0.160213,m
5.70,0.977847,0.977895,0.977107,0.977840,-0.174130,-0.192418,-0.050121,-0.097604,-0.124725,-0.104645,-0.053719,-0.158297,m
5.72,0.977801,0.979303,0.977369,0.978810,-0.175145,-0.195017,-0.047688,-0.095848,-0.122562,-0.102165,-0.052280,-0.156439,m
5.74,0.976525,0.979391,0.976438,0.978607,-0.175522,-0.197147,-0.045059,-0.094067,-0.120619,-0.100334,-0.050691,-0.154655,m
5.76,0.974214,0.978177,0.974551,0.977172,-0.175262,-0.198736,-0.042139,-0.092229,-0.118835,-0.099030,-0.048758,-0.152844,m
5.78,0.971145,0.975879,0.972037,0.974691,-0.174392,-0.199659,-0.038761,-0.090230,-0.117038,-0.097944,-0.046399,-0.150711,m
5.80,0.967497,0.972789,0.969063,0.971452,-0.173034,-0.199888,-0.034901,-0.087941,-0.115306,-0.096774,-0.043949,-0.148056,m
5.82,0.963506,0.969112,0.965847,0.967700,-0.171352,-0.199561,-0.030592,-0.085317,-0.113879,-0.095565,-0.041868,-0.145161,m
5.84,0.959561,0.965108,0.962698,0.963749,-0.169427,-0.198886,-0.025828,-0.082371,-0.112916,-0.094546,-0.040455,-0.142528,m
5.86,0.956075,0.961187,0.959880,0.960028,-0.167223,-0.197999,-0.020508,-0.079058,-0.112365,-0.093921,-0.039745,-0.140545,m
5.88,0.953357,0.957770,0.957634,0.956904,-0.164684,-0.196913,-0.014543,-0.075245,-0.112039,-0.093736,-0.039564,-0.139273,m
5.90,0.951519,0.955167,0.956041,0.954629,-0.161816,-0.195556,-0.007927,-0.070779,-0.111780,-0.093852,-0.039740,-0.138451,m
5.92,0.950583,0.953504,0.955039,0.953318,-0.158670,-0.193856,-0.000711,-0.065566,-0.111678,-0.094030,-0.040206,-0.137768,m
5.94,0.950630,0.952798,0.954677,0.953019,-0.155254,-0.191808,0.007178,-0.059631,-0.111840,-0.094205,-0.041148,-0.137165,m
5.96,0.951729,0.953097,0.955003,0.953704,-0.151556,-0.189429,0.015761,-0.052998,-0.112255,-0.094407,-0.042423,-0.136634,m
5.98,0.953900,0.954445,0.955878,0.955316,-0.147549,-0.186757,0.025058,-0.045667,-0.112827,-0.094661,-0.043918,-0.136192,m
6.00,0.957022,0.956865,0.957120,0.957740,-0.143240,-0.183791,0.035031,-0.037630,-0.113530,-0.094962,-0.045578,-0.135838,m
6.02,0.960781,0.960268,0.958312,0.960630,-0.138703,-0.180521,0.045630,-0.028963,-0.114424,-0.095353,-0.047454,-0.135534,m
6.04,0.964764,0.964371,0.958892,0.963754,-0.133995,-0.176975,0.056782,-0.019636,-0.115520,-0.095939,-0.049415,-0.135587,m
6.06,0.968580,0.968760,0.958277,0.966543,-0.129117,-0.173196,0.068502,-0.009756,-0.116846,-0.096772,-0.051455,-0.135847,m
6.08,0.971918,0.972982,0.955874,0.968485,-0.124022,-0.169217,0.080901,0.000649,-0.118443,-0.097889,-0.053496,-0.136386,m
6.10,0.974562,0.976669,0.951177,0.969103,-0.118647,-0.165048,0.094224,0.011522,-0.120329,-0.099348,-0.055518,-0.137264,m
6.12,0.976336,0.979616,0.943762,0.968034,-0.112948,-0.160655,0.108390,0.022927,-0.122561,-0.101209,-0.058008,-0.138442,m
6.14,0.977084,0.981712,0.936866,0.965062,-0.106881,-0.156004,0.120805,0.035139,-0.125215,-0.103552,-0.061628,-0.139907,m
6.16,0.976664,0.982893,0.935344,0.959951,-0.100335,-0.151059,0.129605,0.048379,-0.128271,-0.106462,-0.065235,-0.141659,m
6.18,0.974948,0.983130,0.938214,0.952373,-0.093217,-0.145745,0.135420,0.062579,-0.131713,-0.109902,-0.068023,-0.144031,m
6.20,0.971804,0.982411,0.942657,0.944215,-0.085482,-0.139998,0.139866,0.075792,-0.135570,-0.113774,-0.070114,-0.147932,m
6.22,0.967014,0.980745,0.946865,0.939909,-0.077197,-0.133774,0.143832,0.086037,-0.140048,-0.117973,-0.072076,-0.152740,m
6.24,0.960425,0.978082,0.949638,0.940385,-0.068747,-0.127106,0.147652,0.093508,-0.145475,-0.122511,-0.074409,-0.156471,m
6.26,0.954486,0.974261,0.950499,0.943177,-0.061841,-0.120095,0.151303,0.099245,-0.151624,-0.127504,-0.077114,-0.158721,m
6.28,0.950296,0.969085,0.949585,0.946184,-0.056930,-0.112799,0.154692,0.104242,-0.157541,-0.133004,-0.079722,-0.160428,m
6.30,0.947160,0.962369,0.947156,0.947961,-0.053399,-0.105218,0.157719,0.109079,-0.162569,-0.139071,-0.081740,-0.162186,m
6.32,0.944146,0.954684,0.943185,0.947757,-0.050359,-0.097867,0.160374,0.113849,-0.166659,-0.145824,-0.082896,-0.164234,m
6.34,0.940778,0.948413,0.937330,0.945436,-0.047258,-0.092041,0.162647,0.118429,-0.169800,-0.152701,-0.083229,-0.166283,m
6.36,0.937052,0.944061,0.930132,0.941150,-0.043813,-0.086902,0.165090,0.122688,-0.172252,-0.158226,-0.083860,-0.167888,m
6.38,0.932944,0.940585,0.923807,0.934992,-0.039867,-0.081630,0.168563,0.126593,-0.174202,-0.162503,-0.085609,-0.168693,m
6.40,0.928799,0.937286,0.918597,0.928051,-0.034864,-0.075965,0.172783,0.130898,-0.176307,-0.166173,-0.087472,-0.169788,m
6.42,0.924760,0.933827,0.914670,0.922203,-0.028585,-0.069505,0.178062,0.136136,-0.178508,-0.169716,-0.089368,-0.172031,m
6.44,0.921079,0.930208,0.911985,0.917551,-0.021195,-0.062036,0.184652,0.142076,-0.180854,-0.173381,-0.091286,-0.174361,m
6.46,0.917970,0.926743,0.910332,0.913962,-0.012958,-0.053803,0.192309,0.148611,-0.183252,-0.177273,-0.093219,-0.176685,m
6.48,0.915839,0.923784,0.909249,0.911492,-0.004321,-0.044970,0.200910,0.155883,-0.185767,-0.181202,-0.095001,-0.179168,m
6.50,0.915929,0.921521,0.908843,0.910085,0.003424,-0.035567,0.209593,0.164038,-0.188462,-0.185051,-0.096768,-0.181519,m
6.52,0.918443,0.920867,0.910669,0.909852,0.010152,-0.027070,0.216518,0.172368,-0.190487,-0.189190,-0.099855,-0.183863,m
6.54,0.923082,0.922665,0.915302,0.912207,0.016640,-0.019864,0.222543,0.178914,-0.192189,-0.192540,-0.103267,-0.187355,m
6.56,0.929509,0.927168,0.922144,0.917338,0.023538,-0.012626,0.228741,0.184852,-0.193772,-0.195130,-0.105794,-0.190736,m
6.58,0.937101,0.933956,0.930493,0.924743,0.030796,-0.004663,0.235304,0.191215,-0.195406,-0.197637,-0.107620,-0.193270,m
6.60,0.945122,0.942038,0.939465,0.933668,0.038355,0.003868,0.242200,0.198086,-0.197028,-0.200631,-0.108940,-0.195236,m
6.62,0.953024,0.950399,0.948340,0.943076,0.046081,0.012750,0.249265,0.205377,-0.198436,-0.204030,-0.109738,-0.197001,m
6.64,0.960505,0.958376,0.956747,0.952036,0.053635,0.021746,0.256158,0.212913,-0.199593,-0.207221,-0.110142,-0.198496,m
6.66,0.967397,0.965749,0.964518,0.960166,0.060701,0.030430,0.262625,0.220237,-0.200544,-0.209867,-0.110309,-0.199736,m
6.68,0.973717,0.972455,0.971648,0.967426,0.067089,0.038484,0.268550,0.226988,-0.201326,-0.211950,-0.110381,-0.200809,m
6.70,0.979595,0.978612,0.978216,0.974006,0.072825,0.045819,0.273952,0.233072,-0.202001,-0.213529,-0.110435,-0.201723,m
6.72,0.985080,0.984478,0.984249,0.980127,0.078033,0.052594,0.278946,0.238607,-0.202633,-0.214684,-0.110495,-0.202430,m
6.74,0.990118,0.990240,0.989694,0.985855,0.082825,0.059048,0.283612,0.243824,-0.203234,-0.215535,-0.110534,-0.202951,m
6.76,0.994490,0.995860,0.994374,0.991079,0.087263,0.065413,0.287973,0.248924,-0.203720,-0.216148,-0.110444,-0.203293,m
6.78,0.997837,1.000987,0.997970,0.995548,0.091328,0.071797,0.291956,0.253974,-0.203989,-0.216545,-0.110146,-0.203420,m
6.80,0.999736,1.005281,1.000438,0.998908,0.094923,0.077965,0.293954,0.258901,-0.203997,-0.216881,-0.108611,-0.203263,m
6.82,1.000039,1.007877,1.001025,1.000954,0.097280,0.083632,0.294092,0.262968,-0.203352,-0.217261,-0.106635,-0.202361,m
6.84,0.998500,1.007185,0.999222,1.001521,0.097779,0.088483,0.293306,0.264943,-0.202178,-0.217729,-0.105264,-0.200256,m
6.86,0.995081,1.002311,0.995447,0.999686,0.097568,0.091765,0.292086,0.265846,-0.201629,-0.218589,-0.104603,-0.198240,m
6.88,0.990484,0.993562,0.990500,0.995521,0.097045,0.093167,0.290837,0.266052,-0.201320,-0.219305,-0.104267,-0.196937,m
6.90,0.985392,0.981171,0.985080,0.989877,0.096536,0.093939,0.289734,0.265895,-0.200963,-0.219048,-0.103912,-0.196350,m
6.92,0.980289,0.966243,0.979652,0.983823,0.096276,0.095438,0.288774,0.265695,-0.200389,-0.218470,-0.103327,-0.196221,m
6.94,0.975385,0.954554,0.974460,0.978043,0.096353,0.095655,0.287887,0.265660,-0.199627,-0.220101,-0.102603,-0.195963,m
6.96,0.970865,0.946857,0.969685,0.972840,0.096568,0.096181,0.286890,0.265720,-0.198923,-0.220662,-0.101993,-0.195441,m
6.98,0.966933,0.942080,0.965555,0.968275,0.096760,0.097297,0.285643,0.265666,-0.198463,-0.220027,-0.101556,-0.194971,m
7.00,0.963791,0.939170,0.962250,0.964417,0.096885,0.098669,0.284324,0.265307,-0.198295,-0.219389,-0.101461,-0.194741,m
7.02,0.961645,0.937333,0.959976,0.961336,0.096983,0.100070,0.283048,0.264813,-0.198422,-0.219498,-0.101716,-0.194916,m
7.04,0.960715,0.936451,0.958949,0.959237,0.096692,0.101281,0.281571,0.264252,-0.198449,-0.219988,-0.102141,-0.195423,m
7.06,0.960981,0.936779,0.959188,0.958373,0.096116,0.102126,0.279779,0.263551,-0.198368,-0.220097,-0.102587,-0.196114,m
7.08,0.962366,0.938428,0.960617,0.958898,0.095281,0.102460,0.277592,0.262527,-0.198107,-0.219382,-0.102893,-0.196627,m
7.10,0.964735,0.941375,0.963081,0.960780,0.094116,0.102230,0.274916,0.261159,-0.197546,-0.217702,-0.102904,-0.196810,m
7.12,0.967892,0.945448,0.966355,0.963804,0.092571,0.101448,0.271706,0.259392,-0.196634,-0.215214,-0.102514,-0.196566,m
7.14,0.971594,0.950358,0.970164,0.967651,0.090627,0.100148,0.267966,0.257198,-0.195392,-0.212239,-0.101714,-0.195938,m
7.16,0.975513,0.955769,0.974146,0.971982,0.088286,0.098373,0.263732,0.254580,-0.193897,-0.209095,-0.100563,-0.194965,m
7.18,0.979359,0.961306,0.977982,0.976412,0.085583,0.096163,0.259053,0.251541,-0.192149,-0.206007,-0.099059,-0.193717,m
7.20,0.982919,0.966651,0.981427,0.980615,0.082583,0.093567,0.253989,0.248113,-0.190073,-0.202981,-0.097135,-0.192195,m
7.22,0.986049,0.971576,0.984294,0.984375,0.079329,0.090641,0.248565,0.244329,-0.187652,-0.199877,-0.094793,-0.190329,m
7.24,0.988674,0.975915,0.986458,0.987572,0.075814,0.087408,0.242750,0.240195,-0.184930,-0.196603,-0.092087,-0.188121,m
7.26,0.990748,0.979564,0.987831,0.990165,0.072000,0.083854,0.236477,0.235687,-0.181976,-0.193139,-0.089071,-0.185632,m
7.28,0.992223,0.982461,0.988342,0.992125,0.067824,0.079947,0.229672,0.230784,-0.178849,-0.189487,-0.085821,-0.182944,m
7.30,0.993049,0.984564,0.987899,0.993421,0.063231,0.075630,0.222262,0.225456,-0.175556,-0.185661,-0.082339,-0.180141,m
7.32,0.993136,0.985849,0.986322,0.994030,0.058170,0.070840,0.214215,0.219663,-0.172114,-0.181667,-0.078671,-0.177285,m
7.34,0.992352,0.986265,0.983316,0.993883,0.052598,0.065517,0.205513,0.213361,-0.168569,-0.177558,-0.074899,-0.174423,m
7.36,0.990544,0.985724,0.978457,0.992873,0.046514,0.059612,0.196173,0.206516,-0.164938,-0.173401,-0.071085,-0.171596,m
7.38,0.987488,0.984132,0.971171,0.990887,0.039945,0.053124,0.186279,0.199099,-0.161250,-0.169194,-0.067336,-0.168776,m
7.40,0.982945,0.981364,0.961010,0.987736,0.032945,0.046093,0.176055,0.191117,-0.157474,-0.164896,-0.063770,-0.165918,m
7.42,0.976614,0.977301,0.951808,0.983205,0.025598,0.038587,0.167710,0.182595,-0.153590,-0.160425,-0.063168,-0.162944,m
7.44,0.968265,0.971804,0.947031,0.977040,0.017993,0.030704,0.162447,0.173623,-0.149639,-0.155694,-0.063971,-0.159821,m
7.46,0.958582,0.964728,0.944377,0.968912,0.010505,0.022574,0.159102,0.164361,-0.146375,-0.150674,-0.063524,-0.156559,m
7.48,0.951862,0.956059,0.941938,0.958767,0.005481,0.014257,0.156678,0.154768,-0.145660,-0.145365,-0.061671,-0.153242,m
7.50,0.946899,0.946013,0.939190,0.948428,0.001237,0.005644,0.154107,0.145464,-0.144256,-0.139910,-0.059239,-0.151309,m
7.52,0.942964,0.938638,0.936032,0.942271,-0.003300,-0.001507,0.151010,0.138130,-0.142467,-0.137510,-0.057454,-0.151797,m
7.54,0.939545,0.933542,0.933061,0.939140,-0.008407,-0.008079,0.146866,0.131709,-0.140520,-0.135063,-0.056997,-0.151123,m
7.56,0.936607,0.929801,0.930602,0.937418,-0.014173,-0.014844,0.141983,0.125339,-0.138996,-0.132358,-0.057341,-0.149161,m
7.58,0.934286,0.926909,0.928863,0.936308,-0.020493,-0.022179,0.136448,0.118384,-0.137830,-0.129504,-0.057969,-0.147238,m
7.60,0.932491,0.924818,0.927443,0.935461,-0.027262,-0.030075,0.130084,0.110788,-0.136715,-0.126408,-0.058451,-0.145888,m
7.62,0.930892,0.923500,0.925642,0.934376,-0.034425,-0.038038,0.123170,0.102904,-0.135150,-0.123337,-0.058139,-0.145093,m
7.64,0.929160,0.922866,0.924026,0.932794,-0.041552,-0.045751,0.116785,0.095049,-0.133547,-0.121013,-0.057866,-0.144989,m
7.66,0.928160,0.923010,0.923429,0.931454,-0.048090,-0.053259,0.111240,0.087703,-0.132829,-0.119643,-0.058046,-0.146180,m
7.68,0.928024,0.923900,0.923881,0.930940,-0.054272,-0.060613,0.106389,0.080794,-0.131365,-0.118665,-0.057536,-0.147622,m
7.70,0.929018,0.925560,0.925565,0.931612,-0.059966,-0.067512,0.102288,0.074439,-0.128730,-0.117436,-0.055700,-0.147751,m
7.72,0.931070,0.928106,0.928411,0.933697,-0.065061,-0.073678,0.098865,0.068891,-0.125315,-0.115663,-0.052923,-0.146098,m
7.74,0.933908,0.931424,0.932072,0.937045,-0.069577,-0.078954,0.095962,0.064169,-0.121665,-0.113433,-0.049761,-0.143284,m
7.76,0.937319,0.935303,0.936232,0.941181,-0.073566,-0.083441,0.093434,0.060020,-0.118058,-0.111058,-0.046509,-0.140196,m
7.78,0.941161,0.939534,0.940688,0.945634,-0.077081,-0.087383,0.091189,0.056201,-0.114614,-0.108845,-0.043370,-0.137425,m
7.80,0.945341,0.943955,0.945301,0.950112,-0.080146,-0.091033,0.089233,0.052564,-0.111349,-0.106986,-0.040425,-0.135172,m
7.82,0.949769,0.948468,0.950007,0.954474,-0.082799,-0.094534,0.087623,0.049117,-0.108224,-0.105443,-0.037620,-0.133327,m
7.84,0.954319,0.953024,0.954723,0.958700,-0.085132,-0.097945,0.086359,0.045958,-0.105246,-0.103991,-0.034936,-0.131585,m
7.86,0.958788,0.957557,0.959308,0.962788,-0.087284,-0.101297,0.085395,0.043131,-0.102564,-0.102447,-0.032489,-0.129669,m
7.88,0.962846,0.961934,0.963481,0.966653,-0.089465,-0.104649,0.084571,0.040570,-0.100607,-0.100854,-0.030677,-0.127572,m
7.90,0.966074,0.965873,0.966861,0.970042,-0.091838,-0.108136,0.083763,0.038073,-0.099850,-0.099641,-0.029916,-0.125740,m
7.92,0.968192,0.968934,0.969156,0.972549,-0.094261,-0.111865,0.083093,0.035454,-0.099950,-0.099326,-0.029725,-0.124716,m
7.94,0.969069,0.970707,0.970191,0.973864,-0.096449,-0.115647,0.082746,0.032811,-0.100140,-0.099600,-0.029328,-0.124193,m
7.96,0.968623,0.970843,0.969873,0.973848,-0.098211,-0.119093,0.082828,0.030398,-0.100176,-0.099687,-0.028487,-0.123433,m
7.98,0.966933,0.968973,0.968302,0.972456,-0.099482,-0.121872,0.083391,0.028407,-0.100185,-0.099289,-0.027290,-0.122155,m
8.00,0.964177,0.964980,0.965679,0.969856,-0.100337,-0.123865,0.084331,0.026913,-0.100304,-0.098457,-0.025959,-0.120492,m
8.02,0.960567,0.959231,0.962210,0.966317,-0.100861,-0.125177,0.085500,0.025808,-0.100550,-0.097142,-0.024624,-0.118651,m
8.04,0.956391,0.952938,0.958167,0.962111,-0.101068,-0.126018,0.086824,0.024945,-0.100978,-0.095538,-0.023496,-0.116701,m
8.06,0.951904,0.946980,0.953804,0.957503,-0.101015,-0.126653,0.088255,0.024212,-0.101856,-0.093555,-0.022985,-0.114844,m
8.08,0.947385,0.941531,0.949434,0.952710,-0.100734,-0.127376,0.089868,0.023525,-0.103393,-0.091593,-0.023326,-0.113536,m
8.10,0.943128,0.936624,0.945394,0.948003,-0.100186,-0.128262,0.091837,0.022906,-0.105557,-0.090207,-0.024437,-0.113095,m
8.12,0.939395,0.932340,0.941983,0.943703,-0.099305,-0.129176,0.094348,0.022496,-0.108197,-0.089659,-0.026103,-0.113494,m
8.14,0.936430,0.928811,0.939465,0.940092,-0.098011,-0.129868,0.097543,0.022502,-0.111128,-0.089816,-0.028118,-0.114471,m
8.16,0.934383,0.926188,0.937993,0.937425,-0.096293,-0.130078,0.101441,0.023103,-0.114257,-0.090376,-0.030410,-0.115726,m
8.18,0.933329,0.924544,0.937636,0.935858,-0.094190,-0.129657,0.106007,0.024361,-0.117544,-0.091105,-0.032930,-0.117042,m
8.20,0.933307,0.923904,0.938402,0.935458,-0.091729,-0.128576,0.111227,0.026236,-0.120947,-0.091825,-0.035601,-0.118298,m
8.22,0.934348,0.924271,0.940273,0.936202,-0.088902,-0.126870,0.117119,0.028650,-0.124361,-0.092445,-0.038288,-0.119463,m
8.24,0.936470,0.925663,0.943178,0.938057,-0.085681,-0.124585,0.123682,0.031529,-0.127623,-0.092900,-0.040844,-0.120537,m
8.26,0.939567,0.928092,0.946914,0.940983,-0.082111,-0.121761,0.130843,0.034839,-0.130668,-0.093110,-0.043237,-0.121427,m
8.28,0.943436,0.931465,0.951179,0.944844,-0.078265,-0.118489,0.138524,0.038508,-0.133535,-0.093062,-0.045516,-0.122109,m
8.30,0.947800,0.935599,0.955598,0.949429,-0.074190,-0.114886,0.146702,0.042461,-0.136343,-0.092831,-0.047791,-0.122626,m
8.32,0.952349,0.940247,0.959711,0.954453,-0.069876,-0.111054,0.155378,0.046630,-0.139177,-0.092558,-0.050067,-0.123114,m
8.34,0.956792,0.945143,0.963234,0.959604,-0.065264,-0.107037,0.164607,0.051018,-0.142051,-0.092346,-0.052607,-0.123673,m
8.36,0.960819,0.950054,0.965876,0.964591,-0.060337,-0.102826,0.174394,0.055680,-0.145038,-0.092230,-0.055463,-0.124324,m
8.38,0.964162,0.954752,0.967224,0.969141,-0.055074,-0.098417,0.184701,0.060650,-0.148245,-0.092259,-0.058592,-0.125122,m
8.40,0.966637,0.959024,0.967141,0.973010,-0.049390,-0.093805,0.195614,0.065915,-0.151740,-0.092502,-0.062181,-0.126170,m
8.42,0.968115,0.962709,0.965293,0.976016,-0.043222,-0.088930,0.207199,0.071465,-0.155610,-0.093016,-0.066115,-0.127575,m
8.44,0.968474,0.965678,0.961204,0.978010,-0.036541,-0.083764,0.219534,0.077277,-0.159931,-0.093909,-0.070351,-0.129471,m
8.46,0.967532,0.967820,0.954241,0.978887,-0.029316,-0.078303,0.232548,0.083337,-0.164679,-0.095261,-0.075165,-0.131946,m
8.48,0.964997,0.969073,0.944955,0.978603,-0.021513,-0.072504,0.245055,0.089717,-0.169922,-0.097010,-0.081267,-0.134880,m
8.50,0.960360,0.969369,0.938115,0.977126,-0.013201,-0.066330,0.254298,0.096495,-0.175870,-0.099107,-0.087945,-0.138176,m
8.52,0.954625,0.968608,0.936205,0.974363,-0.005924,-0.059746,0.259339,0.103769,-0.182886,-0.101515,-0.093884,-0.141728,m
8.54,0.950437,0.966610,0.937068,0.970063,-0.000604,-0.052759,0.262703,0.111590,-0.189858,-0.104249,-0.098390,-0.145540,m
8.56,0.947849,0.963112,0.938483,0.963852,0.002763,-0.045373,0.266223,0.119957,-0.195887,-0.107299,-0.101683,-0.149721,m
